Train: Epoch [1/2000], Step [30/158]| g_loss: 19.225| d_loss: 1.999| gp_loss: 0.000| r_loss: 7.776| p_loss: 22.140| v_loss: 0.079| per_loss: 2.989 | a_loss: 0.000
Train: Epoch [6/2000], Step [150/158]| g_loss: 3.070| d_loss: 0.782| gp_loss: 0.001| r_loss: 1.035| p_loss: 2.422| v_loss: 0.083| per_loss: 2.229 | a_loss: 0.518
Train: Epoch [7/2000], Step [30/158]| g_loss: 3.069| d_loss: 0.862| gp_loss: 0.004| r_loss: 1.032| p_loss: 2.392| v_loss: 0.081| per_loss: 2.240 | a_loss: 0.535
Train: Epoch [7/2000], Step [60/158]| g_loss: 2.932| d_loss: 0.956| gp_loss: 0.001| r_loss: 1.015| p_loss: 2.272| v_loss: 0.086| per_loss: 2.155 | a_loss: 0.479
Train: Epoch [7/2000], Step [90/158]| g_loss: 2.903| d_loss: 0.698| gp_loss: 0.002| r_loss: 0.997| p_loss: 2.163| v_loss: 0.086| per_loss: 2.170 | a_loss: 0.521
Train: Epoch [7/2000], Step [120/158]| g_loss: 2.986| d_loss: 0.792| gp_loss: 0.002| r_loss: 1.019| p_loss: 2.271| v_loss: 0.077| per_loss: 2.231 | a_loss: 0.531
Train: Epoch [7/2000], Step [150/158]| g_loss: 2.989| d_loss: 0.843| gp_loss: 0.002| r_loss: 1.007| p_loss: 2.386| v_loss: 0.084| per_loss: 2.153 | a_loss: 0.490
Train: Epoch [8/2000], Step [30/158]| g_loss: 3.089| d_loss: 0.811| gp_loss: 0.005| r_loss: 1.029| p_loss: 2.416| v_loss: 0.086| per_loss: 2.253 | a_loss: 0.542
Train: Epoch [8/2000], Step [60/158]| g_loss: 3.002| d_loss: 0.691| gp_loss: 0.002| r_loss: 1.017| p_loss: 2.310| v_loss: 0.084| per_loss: 2.325 | a_loss: 0.513
Train: Epoch [8/2000], Step [90/158]| g_loss: 3.153| d_loss: 0.678| gp_loss: 0.002| r_loss: 1.033| p_loss: 2.422| v_loss: 0.079| per_loss: 2.411 | a_loss: 0.589
Train: Epoch [8/2000], Step [120/158]| g_loss: 3.131| d_loss: 0.815| gp_loss: 0.002| r_loss: 1.025| p_loss: 2.407| v_loss: 0.083| per_loss: 2.337 | a_loss: 0.585
Train: Epoch [8/2000], Step [150/158]| g_loss: 3.035| d_loss: 0.832| gp_loss: 0.003| r_loss: 1.015| p_loss: 2.391| v_loss: 0.081| per_loss: 2.323 | a_loss: 0.511
Train: Epoch [9/2000], Step [30/158]| g_loss: 2.898| d_loss: 0.826| gp_loss: 0.005| r_loss: 0.978| p_loss: 2.297| v_loss: 0.084| per_loss: 2.254 | a_loss: 0.462
Train: Epoch [9/2000], Step [60/158]| g_loss: 3.011| d_loss: 0.656| gp_loss: 0.004| r_loss: 0.964| p_loss: 2.454| v_loss: 0.081| per_loss: 2.234 | a_loss: 0.516
Train: Epoch [9/2000], Step [90/158]| g_loss: 2.908| d_loss: 0.732| gp_loss: 0.005| r_loss: 0.943| p_loss: 2.342| v_loss: 0.083| per_loss: 2.141 | a_loss: 0.497
Train: Epoch [9/2000], Step [120/158]| g_loss: 2.911| d_loss: 0.810| gp_loss: 0.005| r_loss: 0.923| p_loss: 2.478| v_loss: 0.070| per_loss: 2.222 | a_loss: 0.457
Train: Epoch [9/2000], Step [150/158]| g_loss: 3.028| d_loss: 0.750| gp_loss: 0.006| r_loss: 0.923| p_loss: 2.598| v_loss: 0.085| per_loss: 2.501 | a_loss: 0.471
Train: Epoch [10/2000], Step [30/158]| g_loss: 2.988| d_loss: 0.830| gp_loss: 0.014| r_loss: 0.959| p_loss: 2.432| v_loss: 0.078| per_loss: 2.564 | a_loss: 0.479
Train: Epoch [10/2000], Step [60/158]| g_loss: 2.982| d_loss: 0.812| gp_loss: 0.006| r_loss: 1.017| p_loss: 2.392| v_loss: 0.079| per_loss: 2.366 | a_loss: 0.453
Train: Epoch [10/2000], Step [90/158]| g_loss: 2.964| d_loss: 0.809| gp_loss: 0.005| r_loss: 0.998| p_loss: 2.424| v_loss: 0.087| per_loss: 2.261 | a_loss: 0.441
Train: Epoch [10/2000], Step [120/158]| g_loss: 3.035| d_loss: 0.757| gp_loss: 0.004| r_loss: 1.023| p_loss: 2.429| v_loss: 0.083| per_loss: 2.351 | a_loss: 0.479
Train: Epoch [10/2000], Step [150/158]| g_loss: 3.099| d_loss: 0.801| gp_loss: 0.003| r_loss: 1.039| p_loss: 2.424| v_loss: 0.079| per_loss: 2.404 | a_loss: 0.529
Train: Epoch [11/2000], Step [30/158]| g_loss: 2.949| d_loss: 0.750| gp_loss: 0.009| r_loss: 0.995| p_loss: 2.344| v_loss: 0.081| per_loss: 2.327 | a_loss: 0.468
Train: Epoch [11/2000], Step [60/158]| g_loss: 2.864| d_loss: 0.602| gp_loss: 0.005| r_loss: 0.947| p_loss: 2.239| v_loss: 0.085| per_loss: 2.198 | a_loss: 0.493
Train: Epoch [11/2000], Step [90/158]| g_loss: 2.897| d_loss: 0.594| gp_loss: 0.006| r_loss: 0.911| p_loss: 2.272| v_loss: 0.077| per_loss: 2.254 | a_loss: 0.548
Train: Epoch [11/2000], Step [120/158]| g_loss: 2.983| d_loss: 0.610| gp_loss: 0.006| r_loss: 0.919| p_loss: 2.451| v_loss: 0.083| per_loss: 2.194 | a_loss: 0.537
Train: Epoch [11/2000], Step [150/158]| g_loss: 2.959| d_loss: 0.696| gp_loss: 0.007| r_loss: 0.931| p_loss: 2.482| v_loss: 0.080| per_loss: 2.214 | a_loss: 0.485
Train: Epoch [12/2000], Step [30/158]| g_loss: 2.951| d_loss: 0.699| gp_loss: 0.024| r_loss: 0.959| p_loss: 2.434| v_loss: 0.082| per_loss: 2.258 | a_loss: 0.467
Train: Epoch [12/2000], Step [60/158]| g_loss: 3.020| d_loss: 0.615| gp_loss: 0.006| r_loss: 0.991| p_loss: 2.465| v_loss: 0.083| per_loss: 2.157 | a_loss: 0.498
Train: Epoch [12/2000], Step [90/158]| g_loss: 3.036| d_loss: 0.580| gp_loss: 0.007| r_loss: 0.991| p_loss: 2.408| v_loss: 0.078| per_loss: 2.431 | a_loss: 0.521
Train: Epoch [12/2000], Step [120/158]| g_loss: 3.019| d_loss: 0.640| gp_loss: 0.008| r_loss: 0.979| p_loss: 2.490| v_loss: 0.080| per_loss: 2.363 | a_loss: 0.479
Train: Epoch [12/2000], Step [150/158]| g_loss: 3.011| d_loss: 0.706| gp_loss: 0.008| r_loss: 1.016| p_loss: 2.381| v_loss: 0.085| per_loss: 2.197 | a_loss: 0.499
Train: Epoch [13/2000], Step [30/158]| g_loss: 2.881| d_loss: 0.454| gp_loss: 0.036| r_loss: 0.938| p_loss: 2.143| v_loss: 0.082| per_loss: 2.146 | a_loss: 0.576
Train: Epoch [13/2000], Step [60/158]| g_loss: 2.952| d_loss: 0.628| gp_loss: 0.012| r_loss: 0.955| p_loss: 2.415| v_loss: 0.085| per_loss: 2.146 | a_loss: 0.490
Train: Epoch [13/2000], Step [90/158]| g_loss: 3.236| d_loss: 0.646| gp_loss: 0.013| r_loss: 0.988| p_loss: 2.876| v_loss: 0.077| per_loss: 2.217 | a_loss: 0.511
Train: Epoch [13/2000], Step [120/158]| g_loss: 3.609| d_loss: 0.724| gp_loss: 0.012| r_loss: 1.079| p_loss: 3.445| v_loss: 0.079| per_loss: 2.150 | a_loss: 0.514
Train: Epoch [13/2000], Step [150/158]| g_loss: 3.238| d_loss: 0.713| gp_loss: 0.011| r_loss: 1.066| p_loss: 2.969| v_loss: 0.081| per_loss: 2.089 | a_loss: 0.398
Train: Epoch [14/2000], Step [30/158]| g_loss: 3.240| d_loss: 0.731| gp_loss: 0.018| r_loss: 1.046| p_loss: 2.653| v_loss: 0.085| per_loss: 2.198 | a_loss: 0.563
Train: Epoch [14/2000], Step [60/158]| g_loss: 3.034| d_loss: 0.653| gp_loss: 0.011| r_loss: 1.054| p_loss: 2.376| v_loss: 0.084| per_loss: 2.230 | a_loss: 0.485
Train: Epoch [14/2000], Step [90/158]| g_loss: 2.923| d_loss: 0.534| gp_loss: 0.013| r_loss: 1.020| p_loss: 2.197| v_loss: 0.082| per_loss: 2.168 | a_loss: 0.506
Train: Epoch [14/2000], Step [120/158]| g_loss: 3.143| d_loss: 0.552| gp_loss: 0.013| r_loss: 1.063| p_loss: 2.477| v_loss: 0.076| per_loss: 2.090 | a_loss: 0.557
Train: Epoch [14/2000], Step [150/158]| g_loss: 3.315| d_loss: 0.652| gp_loss: 0.014| r_loss: 1.053| p_loss: 2.780| v_loss: 0.083| per_loss: 2.131 | a_loss: 0.576
Train: Epoch [15/2000], Step [30/158]| g_loss: 3.024| d_loss: 0.549| gp_loss: 0.031| r_loss: 0.930| p_loss: 2.407| v_loss: 0.078| per_loss: 2.250 | a_loss: 0.587
Train: Epoch [15/2000], Step [60/158]| g_loss: 2.979| d_loss: 0.507| gp_loss: 0.018| r_loss: 0.883| p_loss: 2.417| v_loss: 0.081| per_loss: 2.364 | a_loss: 0.570
Train: Epoch [15/2000], Step [90/158]| g_loss: 3.067| d_loss: 0.519| gp_loss: 0.022| r_loss: 0.887| p_loss: 2.519| v_loss: 0.082| per_loss: 2.411 | a_loss: 0.598
Train: Epoch [15/2000], Step [120/158]| g_loss: 3.078| d_loss: 0.530| gp_loss: 0.028| r_loss: 0.881| p_loss: 2.596| v_loss: 0.082| per_loss: 2.200 | a_loss: 0.596
Train: Epoch [15/2000], Step [150/158]| g_loss: 3.381| d_loss: 0.503| gp_loss: 0.021| r_loss: 0.990| p_loss: 2.812| v_loss: 0.089| per_loss: 2.143 | a_loss: 0.682
Train: Epoch [16/2000], Step [30/158]| g_loss: 3.314| d_loss: 0.703| gp_loss: 0.034| r_loss: 1.085| p_loss: 2.839| v_loss: 0.081| per_loss: 2.118 | a_loss: 0.517
Train: Epoch [16/2000], Step [60/158]| g_loss: 3.140| d_loss: 0.614| gp_loss: 0.017| r_loss: 1.075| p_loss: 2.496| v_loss: 0.078| per_loss: 2.141 | a_loss: 0.525
Train: Epoch [16/2000], Step [90/158]| g_loss: 3.137| d_loss: 0.688| gp_loss: 0.017| r_loss: 1.078| p_loss: 2.609| v_loss: 0.081| per_loss: 2.061 | a_loss: 0.467
Train: Epoch [16/2000], Step [120/158]| g_loss: 3.131| d_loss: 0.627| gp_loss: 0.018| r_loss: 1.059| p_loss: 2.537| v_loss: 0.080| per_loss: 2.028 | a_loss: 0.520
Train: Epoch [16/2000], Step [150/158]| g_loss: 3.055| d_loss: 0.620| gp_loss: 0.022| r_loss: 1.053| p_loss: 2.424| v_loss: 0.083| per_loss: 2.053 | a_loss: 0.501
Train: Epoch [17/2000], Step [30/158]| g_loss: 3.291| d_loss: 0.648| gp_loss: 0.039| r_loss: 1.113| p_loss: 2.641| v_loss: 0.084| per_loss: 2.148 | a_loss: 0.559
Train: Epoch [17/2000], Step [60/158]| g_loss: 3.218| d_loss: 0.548| gp_loss: 0.018| r_loss: 1.016| p_loss: 2.529| v_loss: 0.082| per_loss: 2.002 | a_loss: 0.655
Train: Epoch [17/2000], Step [90/158]| g_loss: 3.100| d_loss: 0.600| gp_loss: 0.020| r_loss: 0.982| p_loss: 2.508| v_loss: 0.082| per_loss: 2.126 | a_loss: 0.569
Train: Epoch [17/2000], Step [120/158]| g_loss: 3.016| d_loss: 0.534| gp_loss: 0.021| r_loss: 0.928| p_loss: 2.486| v_loss: 0.080| per_loss: 2.122 | a_loss: 0.552
Train: Epoch [17/2000], Step [150/158]| g_loss: 3.218| d_loss: 0.872| gp_loss: 0.017| r_loss: 1.084| p_loss: 2.756| v_loss: 0.080| per_loss: 2.216 | a_loss: 0.455
Train: Epoch [18/2000], Step [30/158]| g_loss: 3.075| d_loss: 0.689| gp_loss: 0.033| r_loss: 1.015| p_loss: 2.529| v_loss: 0.080| per_loss: 2.194 | a_loss: 0.496
Train: Epoch [18/2000], Step [60/158]| g_loss: 3.070| d_loss: 0.663| gp_loss: 0.019| r_loss: 0.982| p_loss: 2.483| v_loss: 0.085| per_loss: 2.251 | a_loss: 0.535
Train: Epoch [18/2000], Step [90/158]| g_loss: 2.935| d_loss: 0.497| gp_loss: 0.021| r_loss: 0.910| p_loss: 2.300| v_loss: 0.075| per_loss: 2.232 | a_loss: 0.577
Train: Epoch [18/2000], Step [120/158]| g_loss: 2.934| d_loss: 0.598| gp_loss: 0.022| r_loss: 0.931| p_loss: 2.306| v_loss: 0.077| per_loss: 2.233 | a_loss: 0.549
Train: Epoch [18/2000], Step [150/158]| g_loss: 3.009| d_loss: 0.596| gp_loss: 0.029| r_loss: 0.953| p_loss: 2.291| v_loss: 0.081| per_loss: 2.184 | a_loss: 0.611
Train: Epoch [19/2000], Step [30/158]| g_loss: 3.071| d_loss: 0.543| gp_loss: 0.061| r_loss: 0.983| p_loss: 2.317| v_loss: 0.084| per_loss: 2.200 | a_loss: 0.626
Train: Epoch [19/2000], Step [60/158]| g_loss: 3.140| d_loss: 0.488| gp_loss: 0.026| r_loss: 1.048| p_loss: 2.299| v_loss: 0.088| per_loss: 2.293 | a_loss: 0.626
Train: Epoch [19/2000], Step [90/158]| g_loss: 3.076| d_loss: 0.543| gp_loss: 0.030| r_loss: 1.085| p_loss: 2.285| v_loss: 0.082| per_loss: 2.106 | a_loss: 0.555
Train: Epoch [19/2000], Step [120/158]| g_loss: 3.158| d_loss: 0.615| gp_loss: 0.031| r_loss: 1.080| p_loss: 2.505| v_loss: 0.087| per_loss: 2.051 | a_loss: 0.534
Train: Epoch [19/2000], Step [150/158]| g_loss: 3.490| d_loss: 0.667| gp_loss: 0.028| r_loss: 1.158| p_loss: 2.901| v_loss: 0.080| per_loss: 2.270 | a_loss: 0.574
Train: Epoch [20/2000], Step [30/158]| g_loss: 3.983| d_loss: 0.705| gp_loss: 0.045| r_loss: 1.239| p_loss: 3.584| v_loss: 0.079| per_loss: 2.597 | a_loss: 0.613
Train: Epoch [20/2000], Step [60/158]| g_loss: 3.498| d_loss: 0.802| gp_loss: 0.021| r_loss: 1.177| p_loss: 3.140| v_loss: 0.081| per_loss: 2.527 | a_loss: 0.417
Train: Epoch [20/2000], Step [90/158]| g_loss: 3.725| d_loss: 0.779| gp_loss: 0.022| r_loss: 1.223| p_loss: 3.468| v_loss: 0.081| per_loss: 2.293 | a_loss: 0.458
Train: Epoch [20/2000], Step [120/158]| g_loss: 4.111| d_loss: 0.707| gp_loss: 0.017| r_loss: 1.254| p_loss: 3.918| v_loss: 0.076| per_loss: 2.304 | a_loss: 0.591
Train: Epoch [20/2000], Step [150/158]| g_loss: 3.337| d_loss: 0.653| gp_loss: 0.015| r_loss: 1.130| p_loss: 2.758| v_loss: 0.080| per_loss: 2.386 | a_loss: 0.510
Train: Epoch [21/2000], Step [30/158]| g_loss: 3.390| d_loss: 0.578| gp_loss: 0.039| r_loss: 1.116| p_loss: 2.753| v_loss: 0.079| per_loss: 2.312 | a_loss: 0.587
Train: Epoch [21/2000], Step [60/158]| g_loss: 3.899| d_loss: 0.570| gp_loss: 0.016| r_loss: 1.185| p_loss: 3.493| v_loss: 0.083| per_loss: 2.259 | a_loss: 0.659
Train: Epoch [21/2000], Step [90/158]| g_loss: 3.895| d_loss: 0.750| gp_loss: 0.015| r_loss: 1.137| p_loss: 3.965| v_loss: 0.083| per_loss: 2.594 | a_loss: 0.432
Train: Epoch [21/2000], Step [120/158]| g_loss: 4.310| d_loss: 0.649| gp_loss: 0.016| r_loss: 1.204| p_loss: 4.259| v_loss: 0.088| per_loss: 2.597 | a_loss: 0.628
Train: Epoch [21/2000], Step [150/158]| g_loss: 3.765| d_loss: 0.608| gp_loss: 0.018| r_loss: 1.037| p_loss: 3.533| v_loss: 0.081| per_loss: 2.585 | a_loss: 0.622
Train: Epoch [22/2000], Step [30/158]| g_loss: 3.300| d_loss: 0.508| gp_loss: 0.065| r_loss: 0.952| p_loss: 2.782| v_loss: 0.079| per_loss: 2.732 | a_loss: 0.605
Train: Epoch [22/2000], Step [60/158]| g_loss: 3.303| d_loss: 0.591| gp_loss: 0.022| r_loss: 0.993| p_loss: 2.796| v_loss: 0.078| per_loss: 2.785 | a_loss: 0.556
Train: Epoch [22/2000], Step [90/158]| g_loss: 3.448| d_loss: 0.594| gp_loss: 0.025| r_loss: 0.991| p_loss: 2.963| v_loss: 0.076| per_loss: 2.836 | a_loss: 0.616
Train: Epoch [22/2000], Step [120/158]| g_loss: 3.689| d_loss: 0.464| gp_loss: 0.023| r_loss: 1.020| p_loss: 3.117| v_loss: 0.087| per_loss: 2.948 | a_loss: 0.729
Train: Epoch [22/2000], Step [150/158]| g_loss: 3.514| d_loss: 0.544| gp_loss: 0.023| r_loss: 1.088| p_loss: 2.837| v_loss: 0.080| per_loss: 2.522 | a_loss: 0.675
Train: Epoch [23/2000], Step [30/158]| g_loss: 3.491| d_loss: 0.514| gp_loss: 0.061| r_loss: 1.037| p_loss: 2.812| v_loss: 0.086| per_loss: 2.281 | a_loss: 0.734
Train: Epoch [23/2000], Step [60/158]| g_loss: 3.380| d_loss: 0.379| gp_loss: 0.019| r_loss: 1.003| p_loss: 2.599| v_loss: 0.085| per_loss: 2.400 | a_loss: 0.753
Train: Epoch [23/2000], Step [90/158]| g_loss: 3.603| d_loss: 0.574| gp_loss: 0.018| r_loss: 1.016| p_loss: 3.182| v_loss: 0.079| per_loss: 2.637 | a_loss: 0.654
Train: Epoch [23/2000], Step [120/158]| g_loss: 3.945| d_loss: 0.532| gp_loss: 0.016| r_loss: 1.065| p_loss: 3.732| v_loss: 0.086| per_loss: 2.623 | a_loss: 0.665
Train: Epoch [23/2000], Step [150/158]| g_loss: 3.628| d_loss: 0.599| gp_loss: 0.018| r_loss: 1.032| p_loss: 3.304| v_loss: 0.082| per_loss: 2.644 | a_loss: 0.596
Train: Epoch [24/2000], Step [30/158]| g_loss: 3.528| d_loss: 0.469| gp_loss: 0.052| r_loss: 0.985| p_loss: 3.063| v_loss: 0.078| per_loss: 2.644 | a_loss: 0.670
Train: Epoch [24/2000], Step [60/158]| g_loss: 3.933| d_loss: 0.492| gp_loss: 0.020| r_loss: 0.981| p_loss: 3.687| v_loss: 0.079| per_loss: 2.462 | a_loss: 0.783
Train: Epoch [24/2000], Step [90/158]| g_loss: 3.638| d_loss: 0.437| gp_loss: 0.024| r_loss: 1.002| p_loss: 3.114| v_loss: 0.081| per_loss: 2.380 | a_loss: 0.760
Train: Epoch [24/2000], Step [120/158]| g_loss: 3.293| d_loss: 0.451| gp_loss: 0.027| r_loss: 0.988| p_loss: 2.506| v_loss: 0.079| per_loss: 2.393 | a_loss: 0.734
Train: Epoch [24/2000], Step [150/158]| g_loss: 3.466| d_loss: 0.473| gp_loss: 0.028| r_loss: 0.999| p_loss: 2.664| v_loss: 0.088| per_loss: 2.218 | a_loss: 0.825
Train: Epoch [25/2000], Step [30/158]| g_loss: 3.437| d_loss: 0.552| gp_loss: 0.073| r_loss: 1.005| p_loss: 2.710| v_loss: 0.087| per_loss: 2.230 | a_loss: 0.768
Train: Epoch [25/2000], Step [60/158]| g_loss: 3.580| d_loss: 0.462| gp_loss: 0.028| r_loss: 1.002| p_loss: 2.879| v_loss: 0.085| per_loss: 2.313 | a_loss: 0.821
Train: Epoch [25/2000], Step [90/158]| g_loss: 4.329| d_loss: 0.570| gp_loss: 0.028| r_loss: 1.086| p_loss: 4.173| v_loss: 0.092| per_loss: 2.368 | a_loss: 0.829
Train: Epoch [25/2000], Step [120/158]| g_loss: 3.957| d_loss: 0.343| gp_loss: 0.023| r_loss: 1.058| p_loss: 3.485| v_loss: 0.086| per_loss: 2.373 | a_loss: 0.834
Train: Epoch [25/2000], Step [150/158]| g_loss: 3.596| d_loss: 0.300| gp_loss: 0.025| r_loss: 1.004| p_loss: 2.928| v_loss: 0.082| per_loss: 2.384 | a_loss: 0.808
Train: Epoch [26/2000], Step [30/158]| g_loss: 3.920| d_loss: 0.513| gp_loss: 0.065| r_loss: 1.137| p_loss: 3.406| v_loss: 0.086| per_loss: 2.389 | a_loss: 0.756
Train: Epoch [26/2000], Step [60/158]| g_loss: 3.774| d_loss: 0.392| gp_loss: 0.019| r_loss: 1.132| p_loss: 3.151| v_loss: 0.082| per_loss: 2.392 | a_loss: 0.745
Train: Epoch [26/2000], Step [90/158]| g_loss: 3.601| d_loss: 0.480| gp_loss: 0.021| r_loss: 1.065| p_loss: 2.899| v_loss: 0.081| per_loss: 2.409 | a_loss: 0.765
Train: Epoch [26/2000], Step [120/158]| g_loss: 3.415| d_loss: 0.537| gp_loss: 0.020| r_loss: 1.060| p_loss: 2.733| v_loss: 0.082| per_loss: 2.377 | a_loss: 0.669
Train: Epoch [26/2000], Step [150/158]| g_loss: 3.434| d_loss: 0.476| gp_loss: 0.019| r_loss: 0.991| p_loss: 2.830| v_loss: 0.081| per_loss: 2.222 | a_loss: 0.726
Train: Epoch [27/2000], Step [30/158]| g_loss: 3.934| d_loss: 0.550| gp_loss: 0.050| r_loss: 1.023| p_loss: 3.679| v_loss: 0.081| per_loss: 2.371 | a_loss: 0.754
Train: Epoch [27/2000], Step [60/158]| g_loss: 4.212| d_loss: 0.356| gp_loss: 0.016| r_loss: 1.014| p_loss: 3.932| v_loss: 0.083| per_loss: 2.577 | a_loss: 0.891
Train: Epoch [27/2000], Step [90/158]| g_loss: 3.908| d_loss: 0.387| gp_loss: 0.017| r_loss: 1.069| p_loss: 3.461| v_loss: 0.080| per_loss: 2.498 | a_loss: 0.778
Train: Epoch [27/2000], Step [120/158]| g_loss: 3.881| d_loss: 0.406| gp_loss: 0.022| r_loss: 1.084| p_loss: 3.133| v_loss: 0.086| per_loss: 2.420 | a_loss: 0.903
