Train: Epoch [1/3000], Step [30/158]| g_loss: 52.784| d_loss: 1.998| gp_loss: 0.000| r_loss: 42.907| p_loss: 19.012| v_loss: 0.082| per_loss: 2.884 | a_loss: 0.000
Train: Epoch [10/3000], Step [90/158]| g_loss: 3.143| d_loss: 0.664| gp_loss: 0.008| r_loss: 1.104| p_loss: 2.263| v_loss: 0.082| per_loss: 2.367 | a_loss: 0.589
Train: Epoch [10/3000], Step [120/158]| g_loss: 3.214| d_loss: 0.668| gp_loss: 0.009| r_loss: 1.146| p_loss: 2.237| v_loss: 0.090| per_loss: 2.394 | a_loss: 0.619
Train: Epoch [10/3000], Step [150/158]| g_loss: 3.128| d_loss: 0.595| gp_loss: 0.010| r_loss: 1.163| p_loss: 2.091| v_loss: 0.082| per_loss: 2.407 | a_loss: 0.597
Train: Epoch [11/3000], Step [30/158]| g_loss: 3.233| d_loss: 0.647| gp_loss: 0.026| r_loss: 1.225| p_loss: 2.189| v_loss: 0.084| per_loss: 2.399 | a_loss: 0.589
Train: Epoch [11/3000], Step [60/158]| g_loss: 3.472| d_loss: 0.732| gp_loss: 0.010| r_loss: 1.352| p_loss: 2.430| v_loss: 0.091| per_loss: 2.381 | a_loss: 0.576
Train: Epoch [11/3000], Step [90/158]| g_loss: 3.384| d_loss: 0.729| gp_loss: 0.009| r_loss: 1.325| p_loss: 2.303| v_loss: 0.082| per_loss: 2.337 | a_loss: 0.592
Train: Epoch [11/3000], Step [120/158]| g_loss: 3.348| d_loss: 0.593| gp_loss: 0.009| r_loss: 1.271| p_loss: 2.255| v_loss: 0.085| per_loss: 2.276 | a_loss: 0.637
Train: Epoch [11/3000], Step [150/158]| g_loss: 3.332| d_loss: 0.674| gp_loss: 0.010| r_loss: 1.286| p_loss: 2.415| v_loss: 0.085| per_loss: 2.398 | a_loss: 0.514
Train: Epoch [12/3000], Step [30/158]| g_loss: 3.379| d_loss: 0.742| gp_loss: 0.028| r_loss: 1.344| p_loss: 2.337| v_loss: 0.080| per_loss: 2.380 | a_loss: 0.548
Train: Epoch [12/3000], Step [60/158]| g_loss: 3.339| d_loss: 0.731| gp_loss: 0.009| r_loss: 1.242| p_loss: 2.533| v_loss: 0.075| per_loss: 2.453 | a_loss: 0.511
Train: Epoch [12/3000], Step [90/158]| g_loss: 3.659| d_loss: 0.881| gp_loss: 0.008| r_loss: 1.286| p_loss: 2.927| v_loss: 0.083| per_loss: 2.412 | a_loss: 0.585
Train: Epoch [12/3000], Step [120/158]| g_loss: 3.260| d_loss: 0.728| gp_loss: 0.008| r_loss: 1.179| p_loss: 2.398| v_loss: 0.085| per_loss: 2.364 | a_loss: 0.561
Train: Epoch [12/3000], Step [150/158]| g_loss: 3.196| d_loss: 0.659| gp_loss: 0.009| r_loss: 1.114| p_loss: 2.256| v_loss: 0.078| per_loss: 2.293 | a_loss: 0.647
Train: Epoch [13/3000], Step [30/158]| g_loss: 3.129| d_loss: 0.648| gp_loss: 0.025| r_loss: 1.128| p_loss: 2.163| v_loss: 0.082| per_loss: 2.291 | a_loss: 0.608
Train: Epoch [13/3000], Step [60/158]| g_loss: 3.179| d_loss: 0.768| gp_loss: 0.010| r_loss: 1.197| p_loss: 2.306| v_loss: 0.084| per_loss: 2.238 | a_loss: 0.521
Train: Epoch [13/3000], Step [90/158]| g_loss: 3.169| d_loss: 0.700| gp_loss: 0.010| r_loss: 1.180| p_loss: 2.241| v_loss: 0.080| per_loss: 2.192 | a_loss: 0.570
Train: Epoch [13/3000], Step [120/158]| g_loss: 3.096| d_loss: 0.722| gp_loss: 0.010| r_loss: 1.136| p_loss: 2.138| v_loss: 0.076| per_loss: 2.302 | a_loss: 0.585
Train: Epoch [13/3000], Step [150/158]| g_loss: 3.143| d_loss: 0.623| gp_loss: 0.010| r_loss: 1.159| p_loss: 2.073| v_loss: 0.083| per_loss: 2.239 | a_loss: 0.641
Train: Epoch [14/3000], Step [30/158]| g_loss: 3.009| d_loss: 0.720| gp_loss: 0.032| r_loss: 1.100| p_loss: 2.024| v_loss: 0.082| per_loss: 2.260 | a_loss: 0.589
Train: Epoch [14/3000], Step [60/158]| g_loss: 3.024| d_loss: 0.726| gp_loss: 0.010| r_loss: 1.124| p_loss: 1.997| v_loss: 0.084| per_loss: 2.305 | a_loss: 0.587
Train: Epoch [14/3000], Step [90/158]| g_loss: 2.814| d_loss: 0.687| gp_loss: 0.010| r_loss: 1.038| p_loss: 1.778| v_loss: 0.082| per_loss: 2.291 | a_loss: 0.576
Train: Epoch [14/3000], Step [120/158]| g_loss: 2.853| d_loss: 0.551| gp_loss: 0.009| r_loss: 1.051| p_loss: 1.849| v_loss: 0.076| per_loss: 2.343 | a_loss: 0.567
Train: Epoch [14/3000], Step [150/158]| g_loss: 3.035| d_loss: 0.597| gp_loss: 0.010| r_loss: 1.099| p_loss: 2.002| v_loss: 0.088| per_loss: 2.409 | a_loss: 0.606
Train: Epoch [15/3000], Step [30/158]| g_loss: 2.989| d_loss: 0.723| gp_loss: 0.029| r_loss: 1.068| p_loss: 2.027| v_loss: 0.081| per_loss: 2.405 | a_loss: 0.585
Train: Epoch [15/3000], Step [60/158]| g_loss: 2.850| d_loss: 0.612| gp_loss: 0.010| r_loss: 1.003| p_loss: 1.825| v_loss: 0.079| per_loss: 2.479 | a_loss: 0.607
Train: Epoch [15/3000], Step [90/158]| g_loss: 2.935| d_loss: 0.476| gp_loss: 0.011| r_loss: 1.065| p_loss: 1.806| v_loss: 0.082| per_loss: 2.556 | a_loss: 0.629
Train: Epoch [15/3000], Step [120/158]| g_loss: 2.976| d_loss: 0.664| gp_loss: 0.011| r_loss: 1.085| p_loss: 1.871| v_loss: 0.086| per_loss: 2.493 | a_loss: 0.620
Train: Epoch [15/3000], Step [150/158]| g_loss: 2.845| d_loss: 0.642| gp_loss: 0.011| r_loss: 1.044| p_loss: 1.787| v_loss: 0.083| per_loss: 2.430 | a_loss: 0.581
Train: Epoch [16/3000], Step [30/158]| g_loss: 2.925| d_loss: 0.668| gp_loss: 0.024| r_loss: 1.073| p_loss: 1.950| v_loss: 0.083| per_loss: 2.371 | a_loss: 0.558
Train: Epoch [16/3000], Step [60/158]| g_loss: 2.846| d_loss: 0.551| gp_loss: 0.012| r_loss: 1.021| p_loss: 1.722| v_loss: 0.082| per_loss: 2.473 | a_loss: 0.635
Train: Epoch [16/3000], Step [90/158]| g_loss: 2.877| d_loss: 0.584| gp_loss: 0.013| r_loss: 1.034| p_loss: 1.761| v_loss: 0.079| per_loss: 2.400 | a_loss: 0.643
Train: Epoch [16/3000], Step [120/158]| g_loss: 2.852| d_loss: 0.499| gp_loss: 0.014| r_loss: 1.016| p_loss: 1.668| v_loss: 0.085| per_loss: 2.419 | a_loss: 0.676
Train: Epoch [16/3000], Step [150/158]| g_loss: 2.842| d_loss: 0.598| gp_loss: 0.014| r_loss: 1.039| p_loss: 1.746| v_loss: 0.082| per_loss: 2.374 | a_loss: 0.611
Train: Epoch [17/3000], Step [30/158]| g_loss: 2.777| d_loss: 0.574| gp_loss: 0.039| r_loss: 0.980| p_loss: 1.656| v_loss: 0.085| per_loss: 2.369 | a_loss: 0.648
Train: Epoch [17/3000], Step [60/158]| g_loss: 2.797| d_loss: 0.514| gp_loss: 0.015| r_loss: 0.977| p_loss: 1.656| v_loss: 0.084| per_loss: 2.366 | a_loss: 0.672
Train: Epoch [17/3000], Step [90/158]| g_loss: 2.816| d_loss: 0.497| gp_loss: 0.015| r_loss: 1.023| p_loss: 1.686| v_loss: 0.081| per_loss: 2.289 | a_loss: 0.640
Train: Epoch [17/3000], Step [120/158]| g_loss: 2.796| d_loss: 0.578| gp_loss: 0.017| r_loss: 0.984| p_loss: 1.674| v_loss: 0.080| per_loss: 2.250 | a_loss: 0.670
Train: Epoch [17/3000], Step [150/158]| g_loss: 2.792| d_loss: 0.479| gp_loss: 0.017| r_loss: 0.980| p_loss: 1.682| v_loss: 0.079| per_loss: 2.263 | a_loss: 0.665
Train: Epoch [18/3000], Step [30/158]| g_loss: 2.733| d_loss: 0.565| gp_loss: 0.070| r_loss: 0.974| p_loss: 1.672| v_loss: 0.074| per_loss: 2.189 | a_loss: 0.630
Train: Epoch [18/3000], Step [60/158]| g_loss: 2.762| d_loss: 0.456| gp_loss: 0.017| r_loss: 0.967| p_loss: 1.572| v_loss: 0.082| per_loss: 2.210 | a_loss: 0.707
Train: Epoch [18/3000], Step [90/158]| g_loss: 2.715| d_loss: 0.525| gp_loss: 0.018| r_loss: 0.960| p_loss: 1.621| v_loss: 0.081| per_loss: 2.182 | a_loss: 0.645
Train: Epoch [18/3000], Step [120/158]| g_loss: 2.781| d_loss: 0.573| gp_loss: 0.020| r_loss: 0.980| p_loss: 1.700| v_loss: 0.079| per_loss: 2.182 | a_loss: 0.653
Train: Epoch [18/3000], Step [150/158]| g_loss: 2.867| d_loss: 0.481| gp_loss: 0.019| r_loss: 1.006| p_loss: 1.729| v_loss: 0.085| per_loss: 2.384 | a_loss: 0.673
Train: Epoch [19/3000], Step [30/158]| g_loss: 2.927| d_loss: 0.599| gp_loss: 0.055| r_loss: 1.004| p_loss: 1.845| v_loss: 0.084| per_loss: 2.305 | a_loss: 0.686
Train: Epoch [19/3000], Step [60/158]| g_loss: 2.776| d_loss: 0.469| gp_loss: 0.018| r_loss: 0.968| p_loss: 1.661| v_loss: 0.086| per_loss: 2.258 | a_loss: 0.667
Train: Epoch [19/3000], Step [90/158]| g_loss: 2.887| d_loss: 0.510| gp_loss: 0.019| r_loss: 1.014| p_loss: 1.785| v_loss: 0.080| per_loss: 2.272 | a_loss: 0.674
Train: Epoch [19/3000], Step [120/158]| g_loss: 2.771| d_loss: 0.450| gp_loss: 0.020| r_loss: 0.967| p_loss: 1.645| v_loss: 0.080| per_loss: 2.387 | a_loss: 0.662
Train: Epoch [19/3000], Step [150/158]| g_loss: 2.989| d_loss: 0.462| gp_loss: 0.022| r_loss: 1.060| p_loss: 1.831| v_loss: 0.081| per_loss: 2.399 | a_loss: 0.692
Train: Epoch [20/3000], Step [30/158]| g_loss: 2.859| d_loss: 0.527| gp_loss: 0.042| r_loss: 1.015| p_loss: 1.764| v_loss: 0.076| per_loss: 2.356 | a_loss: 0.651
Train: Epoch [20/3000], Step [60/158]| g_loss: 2.939| d_loss: 0.511| gp_loss: 0.020| r_loss: 1.030| p_loss: 1.796| v_loss: 0.084| per_loss: 2.336 | a_loss: 0.694
Train: Epoch [20/3000], Step [90/158]| g_loss: 2.723| d_loss: 0.500| gp_loss: 0.022| r_loss: 0.944| p_loss: 1.628| v_loss: 0.081| per_loss: 2.367 | a_loss: 0.647
Train: Epoch [20/3000], Step [120/158]| g_loss: 2.682| d_loss: 0.448| gp_loss: 0.022| r_loss: 0.925| p_loss: 1.552| v_loss: 0.079| per_loss: 2.398 | a_loss: 0.662
Train: Epoch [20/3000], Step [150/158]| g_loss: 2.759| d_loss: 0.402| gp_loss: 0.022| r_loss: 0.945| p_loss: 1.551| v_loss: 0.082| per_loss: 2.319 | a_loss: 0.725
Train: Epoch [21/3000], Step [30/158]| g_loss: 2.750| d_loss: 0.462| gp_loss: 0.049| r_loss: 0.948| p_loss: 1.592| v_loss: 0.083| per_loss: 2.374 | a_loss: 0.685
Train: Epoch [21/3000], Step [60/158]| g_loss: 2.767| d_loss: 0.427| gp_loss: 0.021| r_loss: 0.953| p_loss: 1.553| v_loss: 0.085| per_loss: 2.324 | a_loss: 0.721
Train: Epoch [21/3000], Step [90/158]| g_loss: 2.800| d_loss: 0.414| gp_loss: 0.021| r_loss: 0.980| p_loss: 1.638| v_loss: 0.082| per_loss: 2.338 | a_loss: 0.686
Train: Epoch [21/3000], Step [120/158]| g_loss: 2.846| d_loss: 0.521| gp_loss: 0.022| r_loss: 0.968| p_loss: 1.668| v_loss: 0.082| per_loss: 2.348 | a_loss: 0.727
Train: Epoch [21/3000], Step [150/158]| g_loss: 2.726| d_loss: 0.464| gp_loss: 0.022| r_loss: 0.947| p_loss: 1.568| v_loss: 0.086| per_loss: 2.298 | a_loss: 0.679
Train: Epoch [22/3000], Step [30/158]| g_loss: 2.671| d_loss: 0.429| gp_loss: 0.064| r_loss: 0.901| p_loss: 1.525| v_loss: 0.083| per_loss: 2.347 | a_loss: 0.690
Train: Epoch [22/3000], Step [60/158]| g_loss: 2.659| d_loss: 0.421| gp_loss: 0.022| r_loss: 0.925| p_loss: 1.531| v_loss: 0.075| per_loss: 2.317 | a_loss: 0.662
Train: Epoch [22/3000], Step [90/158]| g_loss: 2.741| d_loss: 0.463| gp_loss: 0.022| r_loss: 0.910| p_loss: 1.576| v_loss: 0.084| per_loss: 2.286 | a_loss: 0.730
Train: Epoch [22/3000], Step [120/158]| g_loss: 2.646| d_loss: 0.440| gp_loss: 0.022| r_loss: 0.897| p_loss: 1.485| v_loss: 0.079| per_loss: 2.272 | a_loss: 0.700
Train: Epoch [22/3000], Step [150/158]| g_loss: 2.640| d_loss: 0.454| gp_loss: 0.023| r_loss: 0.910| p_loss: 1.446| v_loss: 0.085| per_loss: 2.278 | a_loss: 0.694
Train: Epoch [23/3000], Step [30/158]| g_loss: 2.634| d_loss: 0.477| gp_loss: 0.067| r_loss: 0.920| p_loss: 1.471| v_loss: 0.078| per_loss: 2.211 | a_loss: 0.680
Train: Epoch [23/3000], Step [60/158]| g_loss: 2.663| d_loss: 0.456| gp_loss: 0.024| r_loss: 0.917| p_loss: 1.467| v_loss: 0.082| per_loss: 2.193 | a_loss: 0.711
Train: Epoch [23/3000], Step [90/158]| g_loss: 2.518| d_loss: 0.556| gp_loss: 0.024| r_loss: 0.868| p_loss: 1.417| v_loss: 0.085| per_loss: 2.169 | a_loss: 0.640
Train: Epoch [23/3000], Step [120/158]| g_loss: 2.593| d_loss: 0.437| gp_loss: 0.023| r_loss: 0.872| p_loss: 1.390| v_loss: 0.086| per_loss: 2.255 | a_loss: 0.714
Train: Epoch [23/3000], Step [150/158]| g_loss: 2.660| d_loss: 0.497| gp_loss: 0.023| r_loss: 0.947| p_loss: 1.461| v_loss: 0.081| per_loss: 2.220 | a_loss: 0.679
Train: Epoch [24/3000], Step [30/158]| g_loss: 2.662| d_loss: 0.501| gp_loss: 0.087| r_loss: 0.941| p_loss: 1.490| v_loss: 0.084| per_loss: 2.264 | a_loss: 0.665
Train: Epoch [24/3000], Step [60/158]| g_loss: 2.609| d_loss: 0.546| gp_loss: 0.022| r_loss: 0.917| p_loss: 1.510| v_loss: 0.080| per_loss: 2.237 | a_loss: 0.633
Train: Epoch [24/3000], Step [90/158]| g_loss: 2.531| d_loss: 0.507| gp_loss: 0.022| r_loss: 0.888| p_loss: 1.386| v_loss: 0.082| per_loss: 2.224 | a_loss: 0.646
Train: Epoch [24/3000], Step [120/158]| g_loss: 2.585| d_loss: 0.437| gp_loss: 0.024| r_loss: 0.889| p_loss: 1.410| v_loss: 0.078| per_loss: 2.204 | a_loss: 0.692
Train: Epoch [24/3000], Step [150/158]| g_loss: 2.568| d_loss: 0.489| gp_loss: 0.024| r_loss: 0.893| p_loss: 1.435| v_loss: 0.082| per_loss: 2.200 | a_loss: 0.655
Train: Epoch [25/3000], Step [30/158]| g_loss: 2.472| d_loss: 0.545| gp_loss: 0.055| r_loss: 0.850| p_loss: 1.365| v_loss: 0.084| per_loss: 2.204 | a_loss: 0.635
Train: Epoch [25/3000], Step [60/158]| g_loss: 2.538| d_loss: 0.384| gp_loss: 0.023| r_loss: 0.831| p_loss: 1.356| v_loss: 0.088| per_loss: 2.300 | a_loss: 0.712
Train: Epoch [25/3000], Step [90/158]| g_loss: 2.493| d_loss: 0.542| gp_loss: 0.021| r_loss: 0.855| p_loss: 1.405| v_loss: 0.088| per_loss: 2.306 | a_loss: 0.617
Train: Epoch [25/3000], Step [120/158]| g_loss: 2.494| d_loss: 0.425| gp_loss: 0.022| r_loss: 0.836| p_loss: 1.294| v_loss: 0.087| per_loss: 2.281 | a_loss: 0.696
Train: Epoch [25/3000], Step [150/158]| g_loss: 2.512| d_loss: 0.450| gp_loss: 0.024| r_loss: 0.850| p_loss: 1.350| v_loss: 0.081| per_loss: 2.263 | a_loss: 0.680
Train: Epoch [26/3000], Step [30/158]| g_loss: 2.565| d_loss: 0.479| gp_loss: 0.060| r_loss: 0.883| p_loss: 1.377| v_loss: 0.082| per_loss: 2.260 | a_loss: 0.685
Train: Epoch [26/3000], Step [60/158]| g_loss: 2.444| d_loss: 0.548| gp_loss: 0.025| r_loss: 0.809| p_loss: 1.410| v_loss: 0.083| per_loss: 2.249 | a_loss: 0.623
Train: Epoch [26/3000], Step [90/158]| g_loss: 2.437| d_loss: 0.532| gp_loss: 0.024| r_loss: 0.831| p_loss: 1.348| v_loss: 0.083| per_loss: 2.336 | a_loss: 0.616
Train: Epoch [26/3000], Step [120/158]| g_loss: 2.499| d_loss: 0.367| gp_loss: 0.025| r_loss: 0.829| p_loss: 1.369| v_loss: 0.082| per_loss: 2.399 | a_loss: 0.664
Train: Epoch [26/3000], Step [150/158]| g_loss: 2.528| d_loss: 0.549| gp_loss: 0.026| r_loss: 0.863| p_loss: 1.405| v_loss: 0.087| per_loss: 2.469 | a_loss: 0.629
Train: Epoch [27/3000], Step [30/158]| g_loss: 2.565| d_loss: 0.529| gp_loss: 0.066| r_loss: 0.885| p_loss: 1.388| v_loss: 0.086| per_loss: 2.552 | a_loss: 0.645
Train: Epoch [27/3000], Step [60/158]| g_loss: 2.573| d_loss: 0.462| gp_loss: 0.025| r_loss: 0.847| p_loss: 1.366| v_loss: 0.090| per_loss: 2.649 | a_loss: 0.688
Train: Epoch [27/3000], Step [90/158]| g_loss: 2.572| d_loss: 0.572| gp_loss: 0.024| r_loss: 0.873| p_loss: 1.414| v_loss: 0.087| per_loss: 2.657 | a_loss: 0.640
Train: Epoch [27/3000], Step [120/158]| g_loss: 2.528| d_loss: 0.527| gp_loss: 0.023| r_loss: 0.841| p_loss: 1.409| v_loss: 0.082| per_loss: 2.655 | a_loss: 0.634
