Train: Epoch [1/2000], Step [30/158]| g_loss: 17.206| d_loss: 2.000| gp_loss: 0.000| r_loss: 7.526| p_loss: 18.620| v_loss: 0.082| per_loss: 2.874 | a_loss: 0.000
Train: Epoch [12/2000], Step [60/158]| g_loss: 2.119| d_loss: 0.922| gp_loss: 0.001| r_loss: 0.281| p_loss: 2.177| v_loss: 0.072| per_loss: 2.537 | a_loss: 0.424
Train: Epoch [12/2000], Step [90/158]| g_loss: 2.205| d_loss: 1.081| gp_loss: 0.001| r_loss: 0.281| p_loss: 2.305| v_loss: 0.081| per_loss: 2.408 | a_loss: 0.450
Train: Epoch [12/2000], Step [120/158]| g_loss: 2.048| d_loss: 0.958| gp_loss: 0.001| r_loss: 0.272| p_loss: 2.056| v_loss: 0.082| per_loss: 2.447 | a_loss: 0.422
Train: Epoch [12/2000], Step [150/158]| g_loss: 1.960| d_loss: 0.992| gp_loss: 0.001| r_loss: 0.264| p_loss: 1.864| v_loss: 0.075| per_loss: 2.322 | a_loss: 0.457
Train: Epoch [13/2000], Step [30/158]| g_loss: 1.935| d_loss: 0.898| gp_loss: 0.002| r_loss: 0.263| p_loss: 1.757| v_loss: 0.078| per_loss: 2.278 | a_loss: 0.488
Train: Epoch [13/2000], Step [60/158]| g_loss: 1.983| d_loss: 1.032| gp_loss: 0.001| r_loss: 0.267| p_loss: 1.821| v_loss: 0.079| per_loss: 2.194 | a_loss: 0.507
Train: Epoch [13/2000], Step [90/158]| g_loss: 1.878| d_loss: 0.869| gp_loss: 0.001| r_loss: 0.258| p_loss: 1.699| v_loss: 0.076| per_loss: 2.148 | a_loss: 0.480
Train: Epoch [13/2000], Step [120/158]| g_loss: 1.899| d_loss: 0.877| gp_loss: 0.001| r_loss: 0.254| p_loss: 1.716| v_loss: 0.073| per_loss: 2.151 | a_loss: 0.499
Train: Epoch [13/2000], Step [150/158]| g_loss: 1.897| d_loss: 0.803| gp_loss: 0.001| r_loss: 0.255| p_loss: 1.645| v_loss: 0.080| per_loss: 2.157 | a_loss: 0.523
Train: Epoch [14/2000], Step [30/158]| g_loss: 1.940| d_loss: 0.921| gp_loss: 0.002| r_loss: 0.248| p_loss: 1.736| v_loss: 0.079| per_loss: 2.179 | a_loss: 0.527
Train: Epoch [14/2000], Step [60/158]| g_loss: 1.873| d_loss: 0.912| gp_loss: 0.001| r_loss: 0.248| p_loss: 1.651| v_loss: 0.082| per_loss: 2.134 | a_loss: 0.504
Train: Epoch [14/2000], Step [90/158]| g_loss: 1.795| d_loss: 0.822| gp_loss: 0.001| r_loss: 0.235| p_loss: 1.497| v_loss: 0.079| per_loss: 2.211 | a_loss: 0.512
Train: Epoch [14/2000], Step [120/158]| g_loss: 1.808| d_loss: 0.737| gp_loss: 0.001| r_loss: 0.232| p_loss: 1.506| v_loss: 0.073| per_loss: 2.194 | a_loss: 0.531
Train: Epoch [14/2000], Step [150/158]| g_loss: 1.929| d_loss: 0.746| gp_loss: 0.001| r_loss: 0.244| p_loss: 1.627| v_loss: 0.084| per_loss: 2.184 | a_loss: 0.570
Train: Epoch [15/2000], Step [30/158]| g_loss: 1.853| d_loss: 0.945| gp_loss: 0.003| r_loss: 0.234| p_loss: 1.623| v_loss: 0.077| per_loss: 2.121 | a_loss: 0.519
Train: Epoch [15/2000], Step [60/158]| g_loss: 1.765| d_loss: 0.754| gp_loss: 0.001| r_loss: 0.231| p_loss: 1.514| v_loss: 0.074| per_loss: 2.103 | a_loss: 0.492
Train: Epoch [15/2000], Step [90/158]| g_loss: 1.837| d_loss: 0.713| gp_loss: 0.001| r_loss: 0.249| p_loss: 1.670| v_loss: 0.077| per_loss: 2.213 | a_loss: 0.455
Train: Epoch [15/2000], Step [120/158]| g_loss: 2.012| d_loss: 0.970| gp_loss: 0.001| r_loss: 0.256| p_loss: 1.824| v_loss: 0.080| per_loss: 2.215 | a_loss: 0.542
Train: Epoch [15/2000], Step [150/158]| g_loss: 1.866| d_loss: 0.881| gp_loss: 0.001| r_loss: 0.248| p_loss: 1.652| v_loss: 0.079| per_loss: 2.125 | a_loss: 0.502
Train: Epoch [16/2000], Step [30/158]| g_loss: 1.840| d_loss: 0.986| gp_loss: 0.002| r_loss: 0.248| p_loss: 1.737| v_loss: 0.079| per_loss: 2.107 | a_loss: 0.434
Train: Epoch [16/2000], Step [60/158]| g_loss: 1.822| d_loss: 0.839| gp_loss: 0.001| r_loss: 0.243| p_loss: 1.627| v_loss: 0.078| per_loss: 2.331 | a_loss: 0.455
Train: Epoch [16/2000], Step [90/158]| g_loss: 1.892| d_loss: 0.934| gp_loss: 0.001| r_loss: 0.248| p_loss: 1.733| v_loss: 0.075| per_loss: 2.271 | a_loss: 0.475
Train: Epoch [16/2000], Step [120/158]| g_loss: 1.834| d_loss: 0.801| gp_loss: 0.001| r_loss: 0.250| p_loss: 1.647| v_loss: 0.081| per_loss: 2.232 | a_loss: 0.457
Train: Epoch [16/2000], Step [150/158]| g_loss: 1.852| d_loss: 0.983| gp_loss: 0.001| r_loss: 0.251| p_loss: 1.709| v_loss: 0.077| per_loss: 2.176 | a_loss: 0.451
Train: Epoch [17/2000], Step [30/158]| g_loss: 1.808| d_loss: 0.929| gp_loss: 0.004| r_loss: 0.243| p_loss: 1.647| v_loss: 0.080| per_loss: 2.156 | a_loss: 0.446
Train: Epoch [17/2000], Step [60/158]| g_loss: 1.819| d_loss: 0.870| gp_loss: 0.001| r_loss: 0.238| p_loss: 1.625| v_loss: 0.078| per_loss: 2.201 | a_loss: 0.470
Train: Epoch [17/2000], Step [90/158]| g_loss: 1.811| d_loss: 0.912| gp_loss: 0.001| r_loss: 0.243| p_loss: 1.627| v_loss: 0.076| per_loss: 2.225 | a_loss: 0.455
Train: Epoch [17/2000], Step [120/158]| g_loss: 1.823| d_loss: 0.998| gp_loss: 0.001| r_loss: 0.240| p_loss: 1.656| v_loss: 0.075| per_loss: 2.181 | a_loss: 0.461
Train: Epoch [17/2000], Step [150/158]| g_loss: 1.844| d_loss: 0.806| gp_loss: 0.001| r_loss: 0.239| p_loss: 1.647| v_loss: 0.074| per_loss: 2.233 | a_loss: 0.485
Train: Epoch [18/2000], Step [30/158]| g_loss: 1.828| d_loss: 0.928| gp_loss: 0.002| r_loss: 0.239| p_loss: 1.643| v_loss: 0.070| per_loss: 2.230 | a_loss: 0.476
Train: Epoch [18/2000], Step [60/158]| g_loss: 1.763| d_loss: 0.793| gp_loss: 0.001| r_loss: 0.234| p_loss: 1.577| v_loss: 0.078| per_loss: 2.304 | a_loss: 0.432
Train: Epoch [18/2000], Step [90/158]| g_loss: 1.843| d_loss: 0.969| gp_loss: 0.001| r_loss: 0.244| p_loss: 1.680| v_loss: 0.076| per_loss: 2.325 | a_loss: 0.449
Train: Epoch [18/2000], Step [120/158]| g_loss: 1.824| d_loss: 0.943| gp_loss: 0.001| r_loss: 0.250| p_loss: 1.689| v_loss: 0.075| per_loss: 2.306 | a_loss: 0.425
Train: Epoch [18/2000], Step [150/158]| g_loss: 1.834| d_loss: 0.666| gp_loss: 0.002| r_loss: 0.242| p_loss: 1.587| v_loss: 0.080| per_loss: 2.428 | a_loss: 0.476
Train: Epoch [19/2000], Step [30/158]| g_loss: 1.932| d_loss: 0.952| gp_loss: 0.003| r_loss: 0.249| p_loss: 1.718| v_loss: 0.079| per_loss: 2.327 | a_loss: 0.513
Train: Epoch [19/2000], Step [60/158]| g_loss: 1.818| d_loss: 0.768| gp_loss: 0.002| r_loss: 0.239| p_loss: 1.574| v_loss: 0.081| per_loss: 2.305 | a_loss: 0.481
Train: Epoch [19/2000], Step [90/158]| g_loss: 1.890| d_loss: 0.868| gp_loss: 0.002| r_loss: 0.246| p_loss: 1.679| v_loss: 0.075| per_loss: 2.282 | a_loss: 0.501
Train: Epoch [19/2000], Step [120/158]| g_loss: 1.806| d_loss: 0.687| gp_loss: 0.003| r_loss: 0.231| p_loss: 1.494| v_loss: 0.075| per_loss: 2.346 | a_loss: 0.519
Train: Epoch [19/2000], Step [150/158]| g_loss: 1.910| d_loss: 0.718| gp_loss: 0.003| r_loss: 0.252| p_loss: 1.688| v_loss: 0.076| per_loss: 2.358 | a_loss: 0.502
Train: Epoch [20/2000], Step [30/158]| g_loss: 1.875| d_loss: 0.815| gp_loss: 0.007| r_loss: 0.248| p_loss: 1.629| v_loss: 0.071| per_loss: 2.347 | a_loss: 0.507
Train: Epoch [20/2000], Step [60/158]| g_loss: 1.915| d_loss: 0.802| gp_loss: 0.003| r_loss: 0.256| p_loss: 1.710| v_loss: 0.080| per_loss: 2.348 | a_loss: 0.489
Train: Epoch [20/2000], Step [90/158]| g_loss: 1.784| d_loss: 0.845| gp_loss: 0.004| r_loss: 0.241| p_loss: 1.551| v_loss: 0.076| per_loss: 2.323 | a_loss: 0.458
Train: Epoch [20/2000], Step [120/158]| g_loss: 1.778| d_loss: 0.708| gp_loss: 0.004| r_loss: 0.232| p_loss: 1.492| v_loss: 0.075| per_loss: 2.320 | a_loss: 0.493
Train: Epoch [20/2000], Step [150/158]| g_loss: 1.839| d_loss: 0.608| gp_loss: 0.004| r_loss: 0.233| p_loss: 1.475| v_loss: 0.078| per_loss: 2.373 | a_loss: 0.552
Train: Epoch [21/2000], Step [30/158]| g_loss: 1.880| d_loss: 0.651| gp_loss: 0.015| r_loss: 0.233| p_loss: 1.527| v_loss: 0.079| per_loss: 2.355 | a_loss: 0.569
Train: Epoch [21/2000], Step [60/158]| g_loss: 1.886| d_loss: 0.677| gp_loss: 0.005| r_loss: 0.234| p_loss: 1.496| v_loss: 0.080| per_loss: 2.355 | a_loss: 0.589
Train: Epoch [21/2000], Step [90/158]| g_loss: 1.915| d_loss: 0.620| gp_loss: 0.005| r_loss: 0.243| p_loss: 1.554| v_loss: 0.078| per_loss: 2.417 | a_loss: 0.575
Train: Epoch [21/2000], Step [120/158]| g_loss: 1.896| d_loss: 0.763| gp_loss: 0.006| r_loss: 0.243| p_loss: 1.549| v_loss: 0.076| per_loss: 2.446 | a_loss: 0.558
Train: Epoch [21/2000], Step [150/158]| g_loss: 1.843| d_loss: 0.691| gp_loss: 0.007| r_loss: 0.238| p_loss: 1.487| v_loss: 0.082| per_loss: 2.389 | a_loss: 0.541
Train: Epoch [22/2000], Step [30/158]| g_loss: 1.823| d_loss: 0.610| gp_loss: 0.019| r_loss: 0.228| p_loss: 1.429| v_loss: 0.078| per_loss: 2.425 | a_loss: 0.559
Train: Epoch [22/2000], Step [60/158]| g_loss: 1.828| d_loss: 0.613| gp_loss: 0.007| r_loss: 0.237| p_loss: 1.474| v_loss: 0.072| per_loss: 2.381 | a_loss: 0.544
Train: Epoch [22/2000], Step [90/158]| g_loss: 1.867| d_loss: 0.704| gp_loss: 0.008| r_loss: 0.234| p_loss: 1.450| v_loss: 0.081| per_loss: 2.434 | a_loss: 0.584
Train: Epoch [22/2000], Step [120/158]| g_loss: 1.862| d_loss: 0.664| gp_loss: 0.008| r_loss: 0.239| p_loss: 1.479| v_loss: 0.076| per_loss: 2.509 | a_loss: 0.556
Train: Epoch [22/2000], Step [150/158]| g_loss: 1.871| d_loss: 0.660| gp_loss: 0.009| r_loss: 0.246| p_loss: 1.510| v_loss: 0.083| per_loss: 2.497 | a_loss: 0.536
Train: Epoch [23/2000], Step [30/158]| g_loss: 1.872| d_loss: 0.719| gp_loss: 0.015| r_loss: 0.250| p_loss: 1.550| v_loss: 0.076| per_loss: 2.440 | a_loss: 0.527
Train: Epoch [23/2000], Step [60/158]| g_loss: 1.946| d_loss: 0.630| gp_loss: 0.009| r_loss: 0.257| p_loss: 1.545| v_loss: 0.082| per_loss: 2.362 | a_loss: 0.599
Train: Epoch [23/2000], Step [90/158]| g_loss: 1.932| d_loss: 0.706| gp_loss: 0.009| r_loss: 0.260| p_loss: 1.542| v_loss: 0.085| per_loss: 2.268 | a_loss: 0.589
Train: Epoch [23/2000], Step [120/158]| g_loss: 1.906| d_loss: 0.495| gp_loss: 0.009| r_loss: 0.256| p_loss: 1.468| v_loss: 0.086| per_loss: 2.274 | a_loss: 0.603
Train: Epoch [23/2000], Step [150/158]| g_loss: 1.964| d_loss: 0.645| gp_loss: 0.010| r_loss: 0.296| p_loss: 1.652| v_loss: 0.080| per_loss: 2.169 | a_loss: 0.545
Train: Epoch [24/2000], Step [30/158]| g_loss: 2.066| d_loss: 0.584| gp_loss: 0.031| r_loss: 0.304| p_loss: 1.697| v_loss: 0.083| per_loss: 2.209 | a_loss: 0.610
Train: Epoch [24/2000], Step [60/158]| g_loss: 2.202| d_loss: 0.640| gp_loss: 0.012| r_loss: 0.355| p_loss: 1.901| v_loss: 0.079| per_loss: 2.282 | a_loss: 0.588
Train: Epoch [24/2000], Step [90/158]| g_loss: 2.202| d_loss: 0.677| gp_loss: 0.012| r_loss: 0.385| p_loss: 2.006| v_loss: 0.080| per_loss: 2.401 | a_loss: 0.494
Train: Epoch [24/2000], Step [120/158]| g_loss: 2.163| d_loss: 0.676| gp_loss: 0.012| r_loss: 0.399| p_loss: 1.995| v_loss: 0.076| per_loss: 2.416 | a_loss: 0.449
Train: Epoch [24/2000], Step [150/158]| g_loss: 2.235| d_loss: 0.760| gp_loss: 0.012| r_loss: 0.396| p_loss: 2.049| v_loss: 0.080| per_loss: 2.367 | a_loss: 0.497
Train: Epoch [25/2000], Step [30/158]| g_loss: 2.151| d_loss: 0.767| gp_loss: 0.046| r_loss: 0.366| p_loss: 1.842| v_loss: 0.082| per_loss: 2.240 | a_loss: 0.559
Train: Epoch [25/2000], Step [60/158]| g_loss: 2.080| d_loss: 0.522| gp_loss: 0.013| r_loss: 0.312| p_loss: 1.677| v_loss: 0.085| per_loss: 2.282 | a_loss: 0.616
Train: Epoch [25/2000], Step [90/158]| g_loss: 2.072| d_loss: 0.763| gp_loss: 0.013| r_loss: 0.318| p_loss: 1.819| v_loss: 0.084| per_loss: 2.330 | a_loss: 0.527
Train: Epoch [25/2000], Step [120/158]| g_loss: 2.031| d_loss: 0.643| gp_loss: 0.013| r_loss: 0.311| p_loss: 1.658| v_loss: 0.085| per_loss: 2.372 | a_loss: 0.569
Train: Epoch [25/2000], Step [150/158]| g_loss: 2.037| d_loss: 0.698| gp_loss: 0.012| r_loss: 0.343| p_loss: 1.656| v_loss: 0.080| per_loss: 2.370 | a_loss: 0.549
Train: Epoch [26/2000], Step [30/158]| g_loss: 2.039| d_loss: 0.692| gp_loss: 0.033| r_loss: 0.367| p_loss: 1.592| v_loss: 0.082| per_loss: 2.239 | a_loss: 0.570
Train: Epoch [26/2000], Step [60/158]| g_loss: 1.956| d_loss: 0.754| gp_loss: 0.013| r_loss: 0.358| p_loss: 1.550| v_loss: 0.085| per_loss: 2.255 | a_loss: 0.513
Train: Epoch [26/2000], Step [90/158]| g_loss: 2.011| d_loss: 0.622| gp_loss: 0.014| r_loss: 0.361| p_loss: 1.577| v_loss: 0.087| per_loss: 2.217 | a_loss: 0.553
Train: Epoch [26/2000], Step [120/158]| g_loss: 1.979| d_loss: 0.477| gp_loss: 0.016| r_loss: 0.331| p_loss: 1.594| v_loss: 0.085| per_loss: 2.270 | a_loss: 0.539
Train: Epoch [26/2000], Step [150/158]| g_loss: 2.184| d_loss: 0.638| gp_loss: 0.015| r_loss: 0.361| p_loss: 1.789| v_loss: 0.091| per_loss: 2.297 | a_loss: 0.609
Train: Epoch [27/2000], Step [30/158]| g_loss: 2.163| d_loss: 0.659| gp_loss: 0.049| r_loss: 0.349| p_loss: 1.691| v_loss: 0.091| per_loss: 2.263 | a_loss: 0.652
Train: Epoch [27/2000], Step [60/158]| g_loss: 2.050| d_loss: 0.540| gp_loss: 0.014| r_loss: 0.315| p_loss: 1.608| v_loss: 0.093| per_loss: 2.220 | a_loss: 0.616
Train: Epoch [27/2000], Step [90/158]| g_loss: 2.219| d_loss: 0.685| gp_loss: 0.014| r_loss: 0.365| p_loss: 1.938| v_loss: 0.090| per_loss: 2.210 | a_loss: 0.574
Train: Epoch [27/2000], Step [120/158]| g_loss: 2.515| d_loss: 0.586| gp_loss: 0.014| r_loss: 0.374| p_loss: 2.432| v_loss: 0.084| per_loss: 2.334 | a_loss: 0.608
